date,title,description
01.12.2023,Маслихаты смогут понизить ставку розничного налога на 2024 год до конца марта,Из-за правовой коллизии у них отсутствовало это право на следующий год
29.11.2023,Марк Лофран: Наша стратегия в отношении самой низкой комиссии на рынке сохраняется,Президент группы компаний inDrive о социальной справедливости и развитии глобального бизнеса
24.11.2023,Как изменения в налоговом законодательстве повлияют на деятельность МСБ,"В случае повышения НДС важно рассмотреть возможность введения дифференцированных ставок, считает бизнес-омбудсмен Рустам Журсунов"
23.11.2023,Новый бренд I’M намерен активно работать с местными производителями,"Также в планах компании в ближайшем будущем получить сертификат Халяль,  рассказал глава Food Solutions KZ Асет Машанов"
23.11.2023,Экс-рестораны McDonald’s будут работать под брендом I’M,В компании Food Solutions KZ рассказали об обновленной концепции сети ресторанов быстрого обслуживания
22.11.2023,В Алматы пройдет Creative Central Asia - 2023,Ежегодный форум состоится 24-26 ноября
22.11.2023,Руководитель «Филип Моррис Казахстан»: будущее отрасли за альтернативами,Об этом глава компании Энрике Хименес сказал на «Казахстанском круглом столе по глобальным инвестициям - 2023»
16.11.2023,Nippon Paint Holdings покупает 75% Alina Group,"Сообщается, что вся команда компании, включая президента, менеджмент и линейный персонал, будет сохранена"
16.11.2023,Подразделение inDrive инвестирует до $100 млн в перспективные проекты,Казахстан - одна из приоритетных стран
16.11.2023,Число проверок бизнеса сократится вдвое в 2024 году,До конца года планируется исключить тысячу неактуальных требований к предпринимателям
14.11.2023,Как EdTech-стартапы применяют искусственный интеллект,"Соосновательницы Take Care Mom рассказали об уникальности проекта, инвестициях, а также о том, какую потребность родителей закрывает ИИ-стартап"
13.11.2023,Как развивается малый и средний бизнес в Казахстане,"Управляющий партнер KPMG Caucasus and Central Asia Сакен Жумашев рассказал, с какими проблемами сталкиваются предприниматели и что можно сделать для развития МСБ"
11.11.2023,Добыча ведется на 4 из 8 шахтах «АрселорМиттал Темиртау»,На остальных идут подготовительные работы
10.11.2023,С 2024 года проверки бизнеса будут проводить без человеческого участия,В стране внедрят новую систему контроля
10.11.2023,Нужно рассмотреть безболезненные варианты - депутат о повышении НДС,Ляззат Рысбекова предложила обсудить данное решение с предпринимателями
10.11.2023,Группа PPF берет курс на Запад,"Почему акционер Home Credit сворачивает бизнес в Юго-Восточной Азии, но усиливает позиции в Европе и Казахстане"
10.11.2023,Производители масложировой продукции заключили контракты в КНР на $28 млн,Глава Национальной ассоциации переработчиков масличных культур заявил о намерении увеличить экспорт продукции в Китай в 2024 году до более 200 тысяч тонн
09.11.2023,Казахстанцев могут лишить возможности покупать дешевые авиабилеты – НПП,"В мажилисе рассматривается законопроект, в котором прописывается запрет на применение авиакомпаниями невозвратных тарифов"
09.11.2023,Насколько маржинален бизнес по производству медицинских тренажеров?,Предприниматель Еркебулан Жантілеу рассказал о проблемах и конкуренции на рынке
08.11.2023,За нарушения в сфере господдержки бизнес нужно наказывать штрафами – депутат,"Это уменьшит давление на предпринимателей и сократит возможности для  вымогательства и рейдерства, считают в мажилисе"
08.11.2023,Будут ли предупреждать казахстанский бизнес о проверках,Законопроект об исключении неактуальных требований к предпринимателям принят в мажилисе
07.11.2023,Нацпалата предлагает снизить ставку НДС до 10%,"Это позволит повысить собираемость налогов, считают в НПП"
07.11.2023,В Туркестане хотят построить завод по производству холодильников и морозильников,Аким Туркестанской области Дархан Сатыбалды провел переговоры с главой украинской компании UBC Group Игорем Гуменным
07.11.2023,Messe Frankfurt откроет представительство в Казахстане,Компания - крупнейший в мире организатор выставок
07.11.2023,"На льготные микрокредиты подали более 7,3 тысячи заявок",Одобрено свыше 5 тысяч проектов
07.11.2023,Какой будет «новая повестка» развития предпринимательства,Об этом рассказал первый вице-министр национальной экономики Тимур Жаксылыков
06.11.2023,Что важно знать о реорганизации компаний,"Слияние, присоединение или преобразование?"
03.11.2023,Индекс  деловой активности остается в отрицательной зоне,Улучшение показателя отмечено в производстве
03.11.2023,Как искусственный интеллект применяется в скоринге,"Основатель стартапа Zypl.ai Азизджон Азими рассказал об уникальности проекта, инвестициях и масштабировании на международный рынок"
02.11.2023,Казахстанский бизнес получит возможность выйти на рынок Саудовской Аравии,QazTrade организует для товаропроизводителей торгово-экономическую миссию
02.11.2023,Чем можно привлечь покупателей поколения Z,Коммерческий директор NielsenIQ Kazakhstan Мадина Сейсенгалиева поделилась результатами исследования во время RAF-2023
02.11.2023,MOST Ventures и Мурат Абдрахманов инвестировали в американский стартап,В ближайшее время компания планирует открыть офис в Казахстане
01.11.2023,Президент принял руководителей бизнес-структур Франции,На встрече с гендиректором Semmaris главе государства рассказали о создании крупного агроперерабатывающего хаба в Алматинской области
26.10.2023,"МСБ позитивно оценивает свое 
текущее и будущее состояние - исследование",Большинство компаний ожидает увеличения выручки в четвертом квартале
26.10.2023,Продкорпорация вышла из капитала Экспертной аграрной компании,Информация об этом опубликована на KASE
24.10.2023,Бизнес обеспокоен новыми правилами наднационального регулирования электронной торговли,"Они могут привести к монополизации рынка одной компанией, опасаются предприниматели"
24.10.2023,До окончания приема заявок на конкурс «Предприниматель года 2023» осталась неделя,Победитель национального этапа конкурса представит Казахстан в международном финале EY Entrepreneur Of The Year в июне 2024 года в Монако
23.10.2023,Недобросовестных бизнесменов оштрафовали на 147 млн тенге,Данными с начала года поделился глава Минторговли и интеграции РК Арман Шаккалиев
23.10.2023,Ввести электронный депозитарий закупок в КазАвтоЖоле предлагает бизнес - НПП,"Это будет способствовать добросовестной конкуренции среди поставщиков, заявляют дорожно-строительные компании"
20.10.2023,"Halyk запустил благотворительные проекты на 3,5 млрд тенге",Мангистауская область и город Жанаозен находятся в объективе внимания фонда
18.10.2023,В правила маркировки обуви планируют внести изменения,Они касаются сроков маркировки остатков обувных товаров
18.10.2023,В Конаеве планируют снизить ставку розничного налога до 2%,Такое решение принял маслихат города
17.10.2023,В Citix рассказали о достижениях за 2023 год и планах на 2024 год,Главная цель компании - быстрый выход на новые рынки
16.10.2023,В Курчатове ставку розничного налога снизят до 2%,Решение вступит в действие с 1 января 2024 года
16.10.2023,Госорганы необоснованно занижают  стоимость проектных работ - НПП,Это пагубно отражается на качестве строительства
16.10.2023,В РК открывают официальные представительства Nissan и INFINITI,"Автомобили будут поступать в Казахстан напрямую с заводов Японии, Европы и США"
13.10.2023,Как меняется процесс найма сотрудников в эпоху экосистем,Директор департамента по работе с персоналом Freedom Finance Global Зарина Кашкимбаева рассказала об особенностях управления человеческими ресурсами в цифровой корпоративной экосистеме
12.10.2023,Беларусь обогнала США по числу зарегистрированных в Казахстане компаний,Компании с иностранными собственниками чаще всего занимаются в РК торговлей
12.10.2023,В Алматы начали строить завод по производству медицинских изделий,"В проект будет вложено 1,5 млрд тенге частных инвестиций"
11.10.2023,Арман Тосканбаев отказывается от непрофильного бизнеса,Бизнесмен прокомментировал свое решение
10.10.2023,Предприниматели Казахстана смогут запускать рекламные кампании самостоятельно,Таргет без навыков
09.10.2023,Fix Price планирует редомициляцию с Кипра в Казахстан,"Предполагается, что компания может быть зарегистрирована в МФЦА"
06.10.2023,Игорь Шиянов: Большие компании со временем откажутся от штатных курьеров,Руководитель нового курьерского сервиса для бизнеса inDrive Доставка рассказал о своем проекте и перспективах развития отрасли
04.10.2023,От казахстанцев поступило почти 7 тысяч заявок на получение льготных микрокредитов,Одобрено 4502 проекта
02.10.2023,Нужен отдельный порядок доследственных проверок предпринимателей - НПП,Бизнес жалуется на репрессии со стороны правоохранительных органов
29.09.2023,До 2% снизят ставку розничного налога в Экибастузе и Усть-Каменогорске,"Планируется, что решение вступит в силу с 1 января 2024 года."
28.09.2023,Президент РК встретился в Германии с руководителями крупных компаний,На встречах обсуждали возможности развития проектов в Казахстане
28.09.2023,В РК планируют создать штаб по решению проблем экспортеров,Это инициатива министерства торговли и интеграции и НПП
27.09.2023,Компании могут подать заявку на субсидируемые государством рабочие места,Прием продлится до 31 октября 2023 года
27.09.2023,Воспитание лидеров. В чем преимущество частной школы имени Шокана Уалиханова,История создания одного из лидеров образовательного рынка
27.09.2023,Чем бизнесу может быть полезен проектный сотрудник,С каждым годом доля молодежи на рынке труда растет — миллениалы и зуммеры уже занимают около 40% от числа всех экономически активных граждан
26.09.2023,Евгений Неверов: Рынок компьютерных игр высоко маржинален,"Казахстанские разработчики компьютерных игр рассказали, сколько вложений нужно для их создания и почему в РК сложно найти бизнес-ангела для таких проектов"
26.09.2023,"Седред Асретов: Web3, NFT, DeFi – как эти технологии используются для создания хедж-фонда","CEO Ranking.kz рассказал об инвестициях, уникальности проекта и криптоиндустрии"
25.09.2023,НПП: Бизнес выступает за сохранение СТ-KZ и индустриального сертификата,В Нацпалате состоялось обсуждение консультативного документа
22.09.2023,АстраЗенека зарегистрировала в Казахстане ТОО,Компания планирует расширить присутствие в стране
22.09.2023,На переезд фабрики Рахат в Алматинскую область планируют потратить $200 млн,"Намечена передислокация действующей фабрики на новый участок с расширением мощностей, сообщили в региональном акимате"
21.09.2023,Fincraft Resources вышел из капитала ИндерГипс,Теперь в структуру акционерного общества входят пять компаний
21.09.2023,Дидар Мусаханов: Создавать свою социальную сеть – немного сумасшедшая идея,"Сооснователь казахстанского стартапа Totem Chat рассказал об инвестициях, идее проекта и рынке социальных сетей"
20.09.2023,"Релокация компаний РФ в Казахстан продолжается, но ее темп снизился",Каждое второе предприятие с иностранным участием в РК — из России
20.09.2023,Мурат Абдрахманов и Аскар Достияров инвестировали в стартап ProsperPay,Средства направят на поддержание операционных расходов и дальнейшее развитие сервиса
19.09.2023,Что известно о новом казахстанском приложении для заказа такси,"Сооснователь и генеральный директор Qazaq Taxi Талгат Джандосов рассказал об инвестициях, препятствиях на рынке и разработке новых функционалов сервиса"
18.09.2023,Нацпалата: Повышение ставки НДС приведет к инфляции,Мнение озвучил заместитель председателя правления НПП Тимур Жаркенов
18.09.2023,Предприниматели теперь могут самостоятельно выбирать земельные участки – НПП,За отказ выносить наделы на торги чиновников будут штрафовать
14.09.2023,Решение о продаже одного из мобильных операторов не принято - Казахтелеком,Об этом сообщила главный финансовый директор компании Людмила Атамуратова
14.09.2023,Как организовать и на что обратить внимание при комплаенс-проверке компании,Честен ли с вами партнер?
13.09.2023,Стали известны победители конкурса «Бизнес-трамплин»,"Подведены итоги конкурса «Бизнес-трамплин», который был запущен мировым лидером в индустрии цифровых платежей Visa"
12.09.2023,Необходимо существенно укрепить административную юстицию - глава РК,Обеспечение верховенства права и защита собственности - базовое условие для развития предпринимательства
12.09.2023,Госаппарат не должен видеть в каждом бизнесмене потенциального нарушителя закона - президент,"Главный вызов сегодня – обеспечение полного взаимодействия бизнеса и правительства, заявил глава государства"
11.09.2023,Итоги Digital Wave-2023,В этом году впервые была вручена награда Digital Jedi
11.09.2023,Истории 10 финалистов конкурса «Бизнес-трамплин» от Visa,В конце августа были объявлены и награждены победители среди представителей микро- и малого бизнеса
07.09.2023,Digital Wave-2023: сегодня будет объявлен Digital Jedi года,Конференция Digital Wave откроется в 10 утра и пройдет в ArtРoint
06.09.2023,Облегчить возврат НДС и расширить применение розничного налога предлагают в НПП,"В Нацпалате сообщили, что на сегодня сумма невозврата по НДС достигает 1 трлн тенге"
06.09.2023,"Налоговый контракт по льготам, супервычеты и мегагранты",Как бизнес будут стимулировать инвестировать в научные проекты
05.09.2023,До 2% намерены снизить ставку розничного налога в Атырау,Такое решение принял маслихат города
04.09.2023,Микрокредитование молодежи: перечень видов залогового имущества расширен,В список включили еще шесть позиций
01.09.2023,Нужно сократить объем налоговых льгот минимум на 20% - глава РК,"Оставшиеся преференции должны предоставляться по четким правилам, без привязки к отдельным проектам и персонам"
01.09.2023,Дорожную карту бизнеса и Экономику простых вещей объединят в комплексную программу,"Темпы развития среднего предпринимательства недостаточны, заявил Касым-Жомарт Токаев"
01.09.2023,Для «креативщиков» разработают отдельный пакет мер господдержки,"В Казахстане сектор креативной индустрии до сих пор не развит, сказал Касым-Жомарт Токаев"
01.09.2023,В Казахстане тренд на снэкинг растет опережающими темпами,"Представители компании Mondelēz International рассказали, как меняются пищевые привычки людей в стране и мире"
31.08.2023,Плановые проверки бизнеса сократятся в два раза - премьер,"По словам Алихана Смаилова, системы управления рисками в сферах госконтроля планируют полностью автоматизировать с 2024 года"
31.08.2023,С 11 сентября начнут принимать заявки на гранты для реализации бизнес-идей,В третьем потоке планируют выдать 3 780 грантов
29.08.2023,Лидеры авторынка объединились в союз,"По мнению его участников, консолидация ресурсов и опыта будет способствовать дальнейшему развитию отрасли"
28.08.2023,Какие изменения нужны телеком-рынку?,"На конференции Kcell Eurasian Mobile Summit 2023 мобильные операторы рассуждали, какие факторы сдерживают развитие отрасли"
28.08.2023,Принцип справедливости и охрана права на доверие,"Об основных моментах, с которыми приходится сталкиваться при разрешении налоговых споров, рассказали эксперты Deloitte"
25.08.2023,В Алматы только 17% ресторанов доживают до пяти лет,"Основная причина - высокая конкуренция и неэффективное управление бизнесом, указывается в исследовании"
23.08.2023,Около 95 тысяч бизнес-проектов поддержали субсидиями в Казахстане,"Кредитный портфель проектов - 7 трлн тенге, рассказали в Миннацэкономики"
23.08.2023,Премьер поручил вести мониторинг решения проблем среднего бизнеса,Поддержку новых проектов в южных регионах обсудили в правительстве
22.08.2023,В Жанаозене ставку розничного налога хотят снизить до 2%,Такое решение принял городской маслихат
22.08.2023,Казахстанские маслозаводы заключили договоры с компаниями КНР на $50 млн,Об этом сообщили в Национальной ассоциации переработчиков масличных культур
21.08.2023,Food Solutions KZ готовится к запуску нового бренда экс-ресторанов McDonald’s,Почему компания сменила вывески на точках сети
21.08.2023,Бизнес выступает за исключение анализа цен на медтехнику,Об этом сообщили в Национальной палате предпринимателей
18.08.2023,По какому КБК индивидуальный предприниматель должен оплачивать ИПН,Налоговые каникулы для применяющих специальный налоговый режим ИП и юрлиц окончены
18.08.2023,В Алматы 7 сентября пройдет Digital Wave,Это площадка для обмена опытом и информацией между специалистами рекламно-медийной индустрии различных digital-направлений и маркетологами.
17.08.2023,В НПП обсудили вопросы местного содержания при благоустройстве Алматы,О своих проблемах рассказали производители детских спортивных площадок
16.08.2023,Группа Сентрас завершила продажу своей российской инвесткомпании,Сделку прокомментировал Ельдар Абдразаков
16.08.2023,Казахстанский стартап CodiPlay выходит на рынок Узбекистана,Также пользователями системы станут ученики 20 школ из Азербайджана
16.08.2023,Участники промпарков Алматы могут получить льготный кредит,Какие программы поддержки бизнеса действуют в городе
16.08.2023,Почему в экс-ресторанах McDonald’s сменили вывески,В скором времени управляющая компания выступит с официальным заявлением
15.08.2023,Перспективные направления сотрудничества для бизнеса Казахстана и Китая назвали в НПП,"Компании из КНР представили проекты в сфере новейших IT-технологий, включая использование искусственного интеллекта"
15.08.2023,За три года статус Gold Supplier на Alibaba получили более 200 компаний РК,"На какой товар можно сделать ставку казахстанским производителям, рассказали представители маркетплейса"
14.08.2023,Минторговли предложило выдавать сертификаты СТ-KZ бесплатно,Также планируется ввести требование по обязательной фото и видеофиксации производства товара перед выдачей СТ-KZ
14.08.2023,Предприниматели обозначили основные препятствия для ведения бизнеса,"В первую тройку вошли - состояние экономики, конкуренция и уровень налогов"
14.08.2023,Время перемен. На что предпринимателям пора взглянуть по-новому,"Своим мнением поделилась Арина Пирогова, генеральный директор платформы для работы бизнеса и фрилансеров в Казахстане Quick Work"
11.08.2023,PTC Holding начал строительство терминала в Грузии,Компания завершила демонтаж конструкций на территории планируемого к строительству мультимодального терминала в порту Поти и приступает к строительным работам
10.08.2023,В НПП обсудили проблемы производителей стройматериалов,Одна из них - нехватка квалифицированных кадров
10.08.2023,Ferrero отмечает прогресс в достижении целей устойчивого развития,92% закупаемой электроэнергии компании на глобальном уровне в настоящее время вырабатывается за счет ВИЭ
09.08.2023,Magnum покупает сеть супермаркетов в Узбекистане,В настоящее время у казахстанского ретейлера в соседней стране два магазина
09.08.2023,Пересмотреть ставку bedtax в Астане призывают предприниматели,Также отмечается необходимость доработки механизма уплаты турвзноса
09.08.2023,Истекает срок сдачи упрощенной декларации для МСБ,Представить отчет в столице должны более 170 тысяч предпринимателей
08.08.2023,Гранты для новых бизнес-идей: прием заявок стартовал в Астане,"В конкурсе могут участвовать ИП, работающие не более трех лет, и субъекты социального предпринимательства"
08.08.2023,"Промышленным предприятиям возместили затраты на 186,4 млн тенге",В QazIndustry поступило 236 заявок
07.08.2023,Бренд электромобилей ZEEKR выходит на рынок Казахстана,Официальный дистрибьютор марки также намерен развивать сеть электрозарядных станций по всей стране
04.08.2023,"Более 2,5 тысячи штрафов и предупреждений в отношении бизнеса отменили прокуроры",Фискальные органы проводили взыскания с предпринимателей при истечении срока давности
04.08.2023,Галимжан Есенов стал акционером Kcell,Компания PIONEER TECHNOLOGIES S.A R.L вышла из состава акционеров телекомоператора
04.08.2023,В области Жетісу незаконно взимали налоги с предпринимателей,"На сегодня налогоплательщикам возвращено 1,6 млн тенге"
03.08.2023,Обувная отрасль в Казахстане испытывает острый дефицит кадров,НПП предлагает создать пилотный проект по подготовке специалистов в колледжах
03.08.2023,Как казахстанскому стартапу удалось подписать соглашение на продажу Whatsapp Cloud API по всему миру,"Основатель BPM Tracker Максим Беженарь рассказал об инвестициях, уникальности проекта и разработке нового цифрового продукта"
02.08.2023,Завод по переработке органических отходов планируют построить в Акмолинской области,Ожидаемый объем инвестиций в проект - 3 млн евро
31.07.2023,Механизмы господдержки бизнеса усовершенствуют в Казахстане,"Создать единый реестр товаров, поставщики которых смогут претендовать на поддержку, планируют в стране"
31.07.2023,Необходим механизм возмещения затрат на обустройство нацпарков – НПП,"Это позволит повысить интерес инвесторов к отрасли, считают в Национальной палате"
31.07.2023,Акционеры Polymetal одобрили делистинг с LSE,Прекращение листинга ожидается 29 августа
31.07.2023,Какие инструменты продвижения актуальны на рынке рекламы,Специалисты KPMG провели опрос экспертов в области маркетинга в Казахстане
31.07.2023,В каких бизнес-процессах можно использовать биометрию?,Свое решение представили казахстанские разработчики
31.07.2023,Группа Halyk растет: Казтелепорт масштабирует проекты на рынке ЦОД и облачных решений,Заместитель председателя правления «Казтелепорт» Валерий Маркин рассказал о характеристиках нового ЦОДа в Астане и выходе с облачной платформой на рынок Узбекистана
28.07.2023,"Олжас Бибанов: PR должен решать бизнес-задачи компании, а не быть отстраненным","Директор по коммуникациям «Филип Моррис Казахстан» о трендах на рынке PR, личных кейсах и «Бездымном будущем»"
26.07.2023,Как составляют рейтинг регионов по легкости ведения бизнеса,Обновленную методику опубликовала Высшая аудиторская палата РК
25.07.2023,Предприниматели Астаны могут получить грант для реализации бизнес-идей,Заявки будут принимать в онлайн-формате с 7 по 16 августа 2023 года
25.07.2023,Как реализуется Пилотный проект по маркетплейсам,Кто сможет принять в нем участие и в какие сроки он будет реализован рассказали в Комитете госдоходов
24.07.2023,Более 70% молочной продукции из России – контрафакт – Талгат Баймуринов,"Продовольственная безопасность должна быть во главе угла, заявил председатель Совета по развитию АПК при Региональной палате"
22.07.2023,Бизнес-стажировку в Германии смогут пройти предприниматели из сферы «зеленых» технологий,Подать заявку можно через региональные палаты с 24 по 31 июля 2023 года
21.07.2023,"Скидки, снижение демпинга и гарантийного удержания: как изменится закон о госзакупках",Об этом рассказали в НПП
20.07.2023,Казахстанский стартап BPM Tracker привлек инвестиции на $300 тысяч,"Лид-инвестором стал Мурат Абдрахманов, кроме него в раунде участвуют фонд MOST Ventures и клуб UMAY"
20.07.2023,До 3% снижена ставка розничного налога в Астане,Такой режим по городу применяют более тысячи налогоплательщиков
18.07.2023,EY объявил о старте нового сезона конкурса «Предприниматель года»,"География конкурса охватывает 60 стран, на чью долю в совокупности приходится свыше 90% мирового ВВП"
18.07.2023,Китайская Sinopec намерена войти в капитал полиэтиленового завода,"Заместитель председателя «КазМунайГаза» Дастан Абдулгафаров также рассказал, как будут распределены доли СИБУРА и группы КМГ в этом проекте"
18.07.2023,Комфортная школа: KPI по приобретению казахстанских товаров не установлен,"Триллионы тенге могут «уйти» к зарубежным поставщикам, опасаются в НПП"
17.07.2023,В Таразе ставку розничного налога намерены снизить до 2%,"Планируется, что решение введут в действие с 1 января 2024 года"
17.07.2023,Легкий способ для бизнеса сдать налоговую декларацию,До 15 августа 2023 года предпринимателям обязательно нужно предоставить налоговую декларацию за I полугодие 2023 года
17.07.2023,ГЧП в Казахстане: о методологии и мировых трендах,В некоторых странах созданы фонды для финансовой поддержки проектов государственно-частного партнерства
14.07.2023,НПП: Бизнес должен иметь право самостоятельно выбрать налоговый режим,Нацпалата разрабатывает предложения к проекту нового Налогового кодекса
13.07.2023,Акмолинские аграрии просят защитить их посевы от нашествия сайгаков,В НПП предлагают рассмотреть возможность выделения госсредств для возмещения фермерам ущерба
13.07.2023,В НПП подняли вопрос о субсидировании переработчиков отходов,"В Нацпалате отмечают, что бизнес не получает законодательно положенной финансовой поддержки"
12.07.2023,НПП предложила ввести один налоговый режим для самозанятых вместо трех,В Национальной палате предпринимателей продолжают разрабатывать предложения к новому Налоговому кодексу
12.07.2023,Правоохранители причисляют бизнес к ОПГ для получения «удобных» показаний – НПП,"В Нацпалате считают, что компании не должны признаваться организованной преступностью только в силу организационно-штатной структуры"
12.07.2023,Предприятия РК смогут внедрить систему видеоаналитики с ИИ,"Директор по развитию бизнеса SATEL в странах Ближнего Востока и Центральной Азии Юрий Куликов рассказал, как можно снизить риски несчастных случаев на производстве"
12.07.2023,Как развиваются biotech-стартапы в Казахстане,"Основатель экостартапа URPAQ.ECO Шынгыс Жакенулы рассказал об уникальном проекте по производству изделий из «кофейной» кожи, инвестициях и развитии greentech-стартапов"
11.07.2023,В НПП прокомментировали введенный ЕС новый пакет санкций,У отечественных перевозчиков может возникнуть риск их вытеснения белорусским и российским транспортом
11.07.2023,Какие изменения ожидают ЛОТТЕ Рахат,Новый глава компании Ахмед Ахраров рассказал о передислокации алматинской фабрики и влиянии геополитики на поставку сырья
10.07.2023,Polymetal приобрел контрольный пакет в проекте Баксы в Казахстане,"Доля компании в проекте увеличилась с 7,5% до 75%"
07.07.2023,Стартап Qtap привлек на стадии pre-seed $275 тысяч инвестиций,"В синдикате приняли участие Маргулан Сейсембай, бизнес-ангел Бахт Ниязов и фонд MOST Ventures"
