date,title,description
21.01.2025,Выявлена схема отмывания бюджетных средств по госпрограмме Сыбаға,В рамках уголовного дела подозреваемыми признаны 27 человек
21.01.2025,Стандарт комплексной застройки городов разработан в Казахстане,Его необходимо придерживаться при формировании проектов детальной планировки по развитию территорий
21.01.2025,В Казахстане появятся карбоновые полигоны,Премьер поручил разработать законодательные поправки для реализации таких проектов
21.01.2025,"Для посадки саксаула на дне Аральского моря привлекли 2,2 млрд тенге","Однако приживаемость зеленых насаждений не превышает 12,5%"
21.01.2025,За незаконные свалки оштрафовали 164 чиновника,"В 2024 году было выявлено порядка 4,8 тысячи свалок"
21.01.2025,Почти половина бизнесменов отказались от участия в программе ТБО за счет утильсбора,"Акиматы слабо проводят работу по сопровождению проектов по переработке твердых бытовых отходов, заявили в Минэкологии"
21.01.2025,Средние размеры выплат по утрате трудоспособности и потере кормильца назвали в Минтруда,"В 2025 году они увеличены на 6,5%"
21.01.2025,МВД предупредило казахстанцев за рубежом о новом виде мошенничества,"Случаи обмана граждан Казахстана происходили в Корее, Китае и США"
20.01.2025,Касым-Жомарт Токаев поздравил Дональда Трампа,Президент Казахстана выразил уверенность в развитии сотрудничества между странами
20.01.2025,Иран намерен увеличить импорт зерна из Казахстана до 3 млн тонн,В 2024 году первые за последние несколько лет экспорт казахстанского зерна вырос в 30 раз
20.01.2025,Председатель КНБ отчитался перед президентом,Ермек Сагимбаев рассказал об оптимизации и цифровизации служебных процессов
20.01.2025,Президент принял нового министра юстиции,Глава государства подчеркнул важность приоритета прав граждан при формировании правовой системы
20.01.2025,Какие документы необходимы для регистрации мопеда,С 5 апреля эксплуатация незарегистрированных ТС будет запрещена
20.01.2025,Отбирать претендентов для присуждения стипендии Болашак будут по новым правилам,"Трудовую отработку можно будет проходить в ООН, ЮНЕСКО, ШОС и ТМТ"
20.01.2025,Январское ЕНТ сдали около 31 тысячи абитуриентов,Пороговый балл преодолели примерно 60% участников
20.01.2025,Правила финансирования политических партий изменили в Казахстане,"За каждый голос избирателя из бюджета будут выделять 0,65 МРП"
20.01.2025,"В Атырауской области планируют создать 4,5 тысячи новых рабочих мест",В регионе стартует программа подготовки высококвалифицированных специалистов для нефтехимической и машиностроительной отраслей
20.01.2025,Строительство ТЭЦ-3 в Астане планируют завершить в 2025 году,Об этом сообщил аким столицы
20.01.2025,"Более 6,7 тысячи рекламных вывесок демонтировали в Астане",Они не соответствовали требованиям единого архитектурно-художественного облика столицы
20.01.2025,В Алматы сносят трехэтажный дом,Жилое здание возводили без необходимых разрешений
20.01.2025,Через криптообменники в 2024 году выведены наркодоходы на 10 млрд тенге,В СКО пресекли деятельность подобной организации
20.01.2025,В девяти областях созданы организации по управлению гидротехническими сооружениями,Теперь перед акиматами стоит задача по привлечению квалифицированных кадров в новые учреждения
20.01.2025,Дорога от Каскелена до Алматы станет восьмиполосной,Проект реализуют в два этапа
18.01.2025,Реконструкцию дороги на Балхаш через Лепсы завершат в 2025 году,В минувшем году по данному проекту было завершено 87% работ
18.01.2025,Глава государства поздравил президента РФ с 20-летием договора о госгранице,"Многогранное сотрудничество двух соседних стран будет и впредь развиваться, отметил Касым-Жомарт Токаев"
17.01.2025,Почти 1000 га земли в Мангистауской области вернули в госсобственность,Участок не использовали по назначению
17.01.2025,Касым-Жомарт Токаев пригласил Виктора Орбана с ответным визитом в Казахстан,В телефонном разговоре с премьер-министром Венгрии обсудили сотрудничество стран
17.01.2025,Отборочный турнир к Олимпийским играм в Лос-Анджелесе может провести РК,Об этом сообщил президент Международной федерации тяжелой атлетики
17.01.2025,"В 2024 году государству вернули активы на 486,5 млрд тенге","С 2022 года сумма достигла 1,12 трлн тенге"
17.01.2025,Ахылбек Куришбаев рассказал об итогах работы Академии наук за 2024 год,"Касым-Жомарт Токаев отметил, что необходимо и далее принимать системные меры для повышения потенциала отечественной науки"
17.01.2025,В Казахстане перешли на новую методику расчета АСП,"Количество получателей помощи увеличится, сообщает Минтруда"
17.01.2025,Обещал гранты для бизнеса: подозреваемого в мошенничестве экстрадировали в Казахстан,Его выдала Беларусь
16.01.2025,"В 2024 году гражданство Казахстана получили 20,2 тысячи человек",Показатель стал самым низким за последние пять лет
16.01.2025,Вопрос ввода запрета на выезд за рубеж коррупционерам обсуждается -  Минюст,Его могут включить в рабочую группу в рамках рассмотрения антикоррупционного закона
16.01.2025,Сотрудников склада на границе с КНР подозревают в хищении товаров,Дело передано в суд
16.01.2025,Водителям рекомендуют учитывать погодные условия на республиканских трассах,Сегодня на автодорогах 15 регионов ожидается снегопад
16.01.2025,В Казахстане ликвидировали каналы незаконной миграции,Три преступные группы занимались фальсификацией и подделкой документов для иностранных граждан
15.01.2025,В Астане ветеранам ВОВ выплатят по 5 млн тенге,В столице проживают шесть ветеранов
15.01.2025,Президент провел встречу с председателем совета министров Италии,Глава государства подтвердил свое приглашение Джордже Мелони посетить Астану с визитом
15.01.2025,Президент провел встречу с генеральным директором Abu Dhabi Ports,Стороны выразили уверенность в успешной реализации совместных проектов
15.01.2025,В мажилисе настаивают на запрете выезда коррупционеров за границу,"Агентство финмониторинга зачастую не имеет информации о том, сколько средств нелегально вывели за рубеж"
15.01.2025,Новые меры по борьбе с бытовой коррупцией озвучили в Антикоре,"Казахстанцы продолжают сталкиваться с вымогательством в ЦОНах, медицинских учреждениях и вузах, сказал Улан Саркулов"
15.01.2025,Уголовную ответственность за предложение взятки планируют ввести в Казахстане,Реестр коррупционеров будут публиковать на сайте Антикора
15.01.2025,В Казахстане планируют восстановить 700 тысяч гектаров поливных земель,В стране начата реализация 137 проектов по развитию водохозяйственных объектов
15.01.2025,Какие социально значимые продукты подешевели за 2024 год,Бюро нацстатистики опубликовало индекс цен на 19 товаров в разбивке по городам
14.01.2025,Глава государства встретился с президентом Нигерии,Касым-Жомарт Токаев пригласил Болу Ахмеда Тинубу посетить Казахстан
14.01.2025,"Штрафы за плохое состояние дорог на 7,8 млн тенге выписали в Костанайской области","К ответственности привлечены акимы, их замы, а также руководители жилищно-коммунального хозяйства"
14.01.2025,В Минспорта прокомментировали отказ от гражданства РК монгольской спортсменки,"Глава ведомства подчеркнул, что этот кейс принес пользу казахстанскому спорту"
14.01.2025,Декабрь 2024 года стал в Казахстане аномально теплым - Казгидромет,На большей части страны температурный фон превысил норму на 1-6 градусов
14.01.2025,Глава государства поздравил президента Хорватии с переизбранием,"Касым-Жомарт Токаев отметил, что успех Зорана Милановича на выборах свидетельствует о доверии граждан этой страны"
14.01.2025,Профильному министерству позволят определять политику финансирования видов спорта,Создана специальная комиссия по согласованию руководителей областных управлений
14.01.2025,Результативность выступлений казахстанских спортсменов снизилась - премьер,Основные причины - отсутствие точечной подготовки и дефицит тренерского состава
14.01.2025,Казахстанских спортсменов проводят на IХ зимние Азиатские игры 30 января,"Для их подготовки привлечены девять тренеров-консультантов из Нидерландов, Польши, Словении, Беларуси и России"
14.01.2025,Захват заложников в Актобе: двое из пострадавших скончались,Злоумышленника задержали в ходе спецоперации
13.01.2025,Президент: ОАЭ – наш ключевой партнер в арабском мире,"Касым-Жомарт Токаев отметил, что увеличить товарооборот до 1 млрд долларов"
13.01.2025,Касым-Жомарт Токаев прибыл с рабочим визитом в ОАЭ,Он примет участие в саммите «Неделя устойчивого развития Абу-Даби»
13.01.2025,"НИШ внесла изменения в правила закупок товаров, работ и услуг",Учебное заведение выполнило некоторые пункты предписания Высшей аудиторской палаты
13.01.2025,"Долги по зарплате на 3,7 млрд тенге выплатили 17,7 тысячи работникам",За нарушения предприятия выплатят штрафы на 51 млн тенге
13.01.2025,Глава МВД высказался о преступлениях против личности,Министр заявил о смещении ведомством акцента на профилактическую работу
13.01.2025,Мангистаумунайгаз оштрафовали на 32 млрд тенге,Компания нарушала экологические нормы
13.01.2025,На 42% увеличили объем воды в Северном Арале,Соленость воды в море снизилась почти в четыре раза
13.01.2025,Спорткомплекс построят в Алматинской области за счет возвращенных активов,"Из Спецгосфонда на это выделяют 1,1 млрд тенге"
13.01.2025,Metso в Казахстане: устойчивое развитие и помощь обществу,Компания провела благотворительную акцию в четырех городах
13.01.2025,В МЧС создали новое подразделение,В нем интегрированы функции пожарных и медиков
11.01.2025,МЧС: Пожар в здании КБТУ локализован,На месте работают 78 спасателей и 28 единиц техники ДЧС
11.01.2025,В Алматы горит здание КБТУ,Создан оперативный штаб
11.01.2025,Бузачи Нефть выплатила за ущерб государству 270 млн тенге,"Всего компанию обязали возместить 2,2 млрд тенге"
11.01.2025,Президент выразил соболезнования родным Мекемтаса Мырзахметулы,"Он внес значительный вклад в укрепление национальной духовности, написал глава РК в телеграмме"
11.01.2025,"Мобильные переводы, депозиты, декларация о доходах и назначения",Популярные новости за неделю на Kapital.kz
11.01.2025,Подозреваемого в хищении 55 млн тенге из банка задержали в Швеции,Он находится под стражей
10.01.2025,Президент подписал поправки к закону о государственной службе,Бессрочный запрет на госслужбу для уволенных за дисциплинарные проступки отменили
10.01.2025,В Кызылорде ОПГ похитила 25 тонн нефтепродуктов,"Предварительный ущерб, нанесенный предприятию, составил более 200 млн тенге"
10.01.2025,В этом году в Казахстане начнут начислять детям стартовый образовательный капитал,Президент подписал указ о накопительной системе Келешек
10.01.2025,"Суд Астаны постановил взыскать с NCOC 3,5 млрд тенге",Компания выплатит штраф за экологические нарушения
10.01.2025,В Utebayev University открыли филиал Jingshi Institute,Учебное заведение будет готовить специалистов в области нефтяной инженерии
10.01.2025,Трое из четверых абитуриентов могут поступить в колледж бесплатно,В 2024-2025 учебном году на бюджетное отделение было зачислено 73% студентов
10.01.2025,Президент выразил соболезнования семье Мухтара Магауина,"Народный писатель РК внес значительный вклад в расширение горизонтов казахской литературы и истории, отметил глава государства"
10.01.2025,Бесплатные лекарства будут выдавать через приложение Социальный кошелек,Это позволит исключить «липовые рецепты» в медучреждениях
10.01.2025,В 2024 году на Skills Enbek прошли обучение 108 тысяч казахстанцев,"На платформе опубликовано 643 курса, из них 302 – бесплатные"
10.01.2025,Более двух тысяч фальшивых банкнот изъято из оборота в 2024 году,"За год осуждено восемь человек, занимавшихся изготовлением и сбытом поддельных купюр"
10.01.2025,В каких странах для граждан РК действует безвизовый режим,"В 2024 году вступили в силу взаимные безвизовые режимы с Вьетнамом, Таиландом, Макао, а также с Сент-Китсом и Невисом"
09.01.2025,Президент примет участие в саммите Неделя устойчивого развития Абу-Даби,Это мероприятие Касым-Жомарт Токаев посетит по приглашению президента ОАЭ
09.01.2025,Из Сербии экстрадировали подозреваемого в крупном мошенничестве,Он размещал ложные объявления о продаже спецтехники и похитил 205 тысяч долларов
09.01.2025,Информацию о расследовании в отношении Галымжана Жусанбаева опровергли в АНПЗ,"Сведения являются ложными и полностью не соответствуют действительности, говорится в заявлении предприятия"
09.01.2025,Оборот отмытых через дроп-карты преступных доходов в РК достиг 24 млрд тенге,«Дропперами» становились люди из уязвимых групп населения
09.01.2025,Какие автодорожные проекты планируют реализовать в Казахстане до 2030 года,Общий объем инвестиций в их рамках составит более 9 трлн тенге
09.01.2025,Каскаду ГЭС на реке Уба в ВКО дадут статус стратегического объекта,Мера принимается для контроля паводковых вод и защиты населенных пунктов региона
08.01.2025,В Актобе выявили хищение 272 млн тенге из бюджета,Средства предназначались на работы по нанесению дорожной разметки
08.01.2025,Самолет Air Astana совершил  вынужденную посадку в Актау,Из-за технической неисправности рейс перенесли
08.01.2025,Минздрав получил ответ от ВОЗ по метапневмовирусу,Одна из рекомендаций - проводить профилактические мероприятия
08.01.2025,Отмену выплаты пособий работающим декретницам прокомментировала вице-премьер,"Господдержка идет по другим программам, заявила Тамара Дуйсенова"
08.01.2025,Банки начали предоставлять информацию по мобильным переводам,"Это данные по ИП, руководителям юридических лиц и их супругам по итогам 2024 года"
08.01.2025,"В 2024 году АФМ конфисковало преступные доходы на 152,3 млрд",Предотвращены необоснованные бюджетные расходы на 120 млрд тенге
08.01.2025,На портале госзакупок будут публиковать данные о частных школах,В 2024 году таким организациям образования из бюджета выделили 134 млрд тенге
08.01.2025,В школах Карагандинской области открывается 50 классов профориентации,"Старшеклассников будут обучать по направлениям сервиса авто, агро, строительства, IT"
08.01.2025,"В Казахстане доля работников, повышающих квалификацию за счет работодателя, равна 6%",Тогда как в странах ОЭСР этот показатель составляет 48%
08.01.2025,В Казахстане будут обучать пилотов дистанционно пилотируемых авиационных систем,В среднесрочной перспективе в транспортной отрасли ожидается необходимость в 25 новых профессиях
08.01.2025,За два года в Казахстане возбудили свыше 120 уголовных дел по ОПГ,"За это время задержано 27 криминальных авторитетов, находившихся в международном розыске"
08.01.2025,Глава государства принял первого замруководителя АП,Президент поставил перед Дарханом Сатыбалды ключевые задачи
08.01.2025,В 2025 году в машиностроительной отрасли появится 8 новых профессий,Атлас новых профессий включает по линии министерства 75 профессий
08.01.2025,На электронной бирже труда доступно 643 онлайн-курса,Обучение прошли 410 тысяч человек
08.01.2025,В ближайшие 6 лет существенно возрастет спрос на кадры с профтехобразованием,Такой прогноз на базе актуарных моделей сделан Минтруда
08.01.2025,"Число предприятий, сотрудничающих с колледжами, будет увеличено в 8 раз",Сегодня шефство над колледжами оказывают лишь 518 предприятий
08.01.2025,Дефицит жилья для студентов колледжей превышает 6 тысяч мест,"Наиболее остро ситуация ощущается в Алматы и Астане, а также в Алматинской, Акмолинской, Северо-Казахстанской областях"
08.01.2025,В два раза увеличат финансирование на обучение студентов колледжей,Это произойдет с 1 сентября 2025 года
08.01.2025,В Казахстане планируют возвести 310 километров дамб,В качестве противопаводковых мер в шести областях реализуют 56 проектов
07.01.2025,В шести областях Казахстана из-за непогоды ограничили движение на автодорогах,Водителям рекомендуется соблюдать правила безопасности и учитывать ухудшение погодных условий
07.01.2025,Крушение AZAL: в Астану прибудут расшифрованные материалы черных ящиков,В ближайшие дни их доставят члены комиссии по расследованию авиапроисшествия
07.01.2025,Пострадавших в ДТП под Самарой казахстанцев доставили в Уральск,С места происшествия вывезли семь граждан РК
07.01.2025,Президент выразил соболезнование председателю КНР Си Цзиньпину,"Глава государства отметил, что с глубокой скорбью воспринял известие о многочисленных жертвах разрушительного землетрясения"
07.01.2025,В Бразилии завершили расшифровку черных ящиков разбившегося самолета AZAL,Казахстан отправил самописцы в Центр расследования и предотвращения авиапроисшествий ВВС 3 января
07.01.2025,Казахстан и Узбекистан согласовали разработку техзадания для системы учета воды на Сырдарье,Для этого в бассейне реки определены 10 участков
07.01.2025,Президент поздравил православных казахстанцев с Рождеством Христовым,"Православие вносит важный вклад в укрепление единства и солидарности казахстанского народа, подчеркнул глава государства"
06.01.2025,В 2025 году в Алматы планируют модернизировать 40 километров теплосетей,Также в городе ожидается реконструкция 21 котельной
06.01.2025,В 2024 году ликвидировано 36 нелегальных криптообменников,Их оборот составлял 60 млрд тенге
06.01.2025,В Казахстане снижают объемы воды в водохранилищах,Министерство водных ресурсов и ирригации проводит подготовку к паводковому периоду
06.01.2025,Земли вблизи захоронений сибирской язвы возвращены государству,"Недействительными признаны договоры аренды участка площадью 14,6 га"
06.01.2025,Не нужно создавать ажиотаж - президент о новой инфекции,"Надо и дальше развивать сотрудничество с Китаем, считает глава государства"
06.01.2025,"В 2024 году в Казахстане изготовили почти 1,5 млн паспортов",Это рекордное количество за 30 лет
06.01.2025,Олжас Бектенов представил активу Туркестанской области нового акима,Одна из поставленных перед Нуралханом Кушеровым задач - повышение инвестиционной привлекательности СЭЗ TURAN
06.01.2025,В Казахстане стартовало лицензирование спецсоцуслуг,"Проходить процедуру нужно организациям всех форм собственности, оказывающим специальные социальные услуги"
06.01.2025,Какие страховые выплаты положены участникам ДТП на трассе Астана – Щучинск,Массовое дорожно-транспортное происшествие является исключительным событием
06.01.2025,В сфере образования Туркестанской области перечисляли зарплаты посторонним лицам,"Таким путем похищено более 2,4 млрд тенге"
06.01.2025,Растрату бюджетных средств для городского благоустройства выявили в Шымкенте,Подозреваемые осуждены
06.01.2025,Сила паспорта: Казахстан делит 52 место с Гайаной и Таиландом,"По данным Passport Index, граждане РК могут посетить без визы 46 стран и еще в 50 получить ее по прибытии"
05.01.2025,Госнаграды получили участники ликвидации последствий авиакатастрофы,Награды вручил аким Мангистауской области Нурдаулет Килыбай
05.01.2025,Казахстан и Марокко планируют ввести безвизовый режим,Постановление об этом размещено на портале Открытые НПА
05.01.2025,В Алматинской области выявили 1462 неиспользуемых участка,"В государственную собственность вернули 89,7 тысячи гектаров"
05.01.2025,В 2024 году пресекли деятельность 19 особо опасных ОПГ,К уголовной ответственности привлекли 72 лидеров и активных участников групп
05.01.2025,В Минздраве дали пояснения по метапневмовирусу,Вирус циркулирует во многих странах на протяжении десятков лет
05.01.2025,Завершено расследование в отношении бывшего вице-министра культуры и спорта,Ерлана Кожагапанова обвиняют в хищении свыше 1 млрд тенге
05.01.2025,Какие развязки и пробивки завершат в 2025 году в Алматы,В мае будет введена в эксплуатацию пробивка проспекта Абая от улицы Б. Момышулы до границы города
05.01.2025,Размеры пенсий и пособий повышены в Казахстане,Минимальный размер базовой пенсии увеличен с 65% до 70% от прожиточного минимума
04.01.2025,Двоих казахстанцев осудили за пропаганду терроризма,Об этом сообщили в КНБ
04.01.2025,Нурлан Ермекбаев вступил в должность генерального секретаря ШОС,На встрече с президентом он отметил приоритетные направления сотрудничества
03.01.2025,В области Улытау ограничили движение для всех видов транспорта,"По предварительной информации, мера будет действовать 12 часов"
03.01.2025,КазАвтоЖол: На трассе Астана-Петропавловск столкнулись 95 авто,Пострадали 12 человек
03.01.2025,На трассе в Акмолинской области столкнулись около 40 автомобилей,Информация о жертвах и пострадавших в данный момент не поступала
03.01.2025,Средние державы способны помочь уладить геополитические конфликты,Президент поделился своим видением ситуации в мире
03.01.2025,В Казахстане могут построить еще две АЭС,Об этом сказал Касым-Жомарт Токаев
03.01.2025,Глава РК: Президентская форма правления – наиболее оптимальная для Казахстана,"Опыт постсоветских стран как парламентских республик не лучший пример, считает Касым-Жомарт Токаев"
03.01.2025,"Президент назвал важные законы, которые приняли в 2024 году","Они примечательны, потому что разработаны при активном участии общественников и экспертов, пояснил он"
03.01.2025,Касым-Жомарт Токаев ответил на вопрос о досрочных президентских выборах,"У меня большие планы по развитию страны на много лет вперед, сказал глава государства"
03.01.2025,Президент: В целом ушедший год был непростым,Касым-Жомарт Токаев в интервью газете «Ана тiлi» подвел краткие итоги
02.01.2025,В алматинском ТРЦ «Москва» произошел пожар,Эвакуировали тысячу человек
02.01.2025,Глава государства выразил соболезнования президенту Черногории,Касым-Жомарт Токаев с глубокой скорбью воспринял новость о трагическом происшествии в Цетине
02.01.2025,Касым-Жомарт Токаев направил телеграмму соболезнования Джозефу Байдену,Глава нашего государства от имени народа Казахстана и от себя лично выразил соболезнования семьям погибших
02.01.2025,В Алматы у двоих мужчин изъяли 190 sim-карт и устройства sim-box,Проводятся следственные мероприятия
02.01.2025,Громкие аресты 2024 года в Казахстане,"Под следствие в уходящем году попали министры, топ-менеджеры, политики, общественники, эксперты"
02.01.2025,Как казахстанцы будут отдыхать в 2025 году,На какие праздники выпадают длинные выходные
02.01.2025,В Казахстане ужесточили наказание за производство наркотиков,Президент подписал поправки к закону по вопросам противодействия незаконному обороту наркотических средств
01.01.2025,Чем казахстанцам запомнился 2024 год,"Единое время, новый премьер-министр, паводки, закон о бытовом насилии, освобождение от сдачи деклараций 8 млн человек в 2025 году"
01.01.2025,Глава государства поздравил президента Кубы,В этой стране отмечают День победы революции
01.01.2025,Казахстан получает статус страны-партнера БРИКС,Ранее такой анонс делали в пресс-службе МИД
01.01.2025,В новогоднюю ночь в Казахстане родился 181 ребенок,Самое большое количество новорожденных зарегистрировано в Туркестанской области
31.12.2024,Президент поздравил казахстанцев с Новым 2025 годом,"Глава государства пожелал мира и процветания стране, благополучия всем согражданам"
31.12.2024,Вновь назначенный Посол Китая начал свою дипмиссию в Казахстане,Первый замглавы МИД РК принял у дипломата из КНР копии верительных грамот
31.12.2024,Крушение самолета Azal: 29 пострадавших  вернулись в страны проживания,Динамика их состояния стабилизирована
31.12.2024,С жителя Астаны взыскали незаконные пенсионные отчисления,Нарушитель получал одновременно пенсию двух стран
31.12.2024,Президентскую литературную премию получили четыре писателя,Указ об этом подписал глава государства
31.12.2024,В Туркестанской области объявили конкурс на разработку проекта региональной символики,Прием заявок на участие в нем будет вестись до 30 марта 2025 года
31.12.2024,Вернуть 2 млн га неиспользуемых сельхозземель в госфонд планируют в Казахстане,В стране также намерены реализовать Дорожную карту по восстановлению плодородия почв
31.12.2024,Президент присудил госстипендии в области культуры,Глава государства подписал соответствующее распоряжение
31.12.2024,Как проведет праздничные выходные глава государства,Об этом рассказал советник – пресс-секретарь президента Берик Уали
31.12.2024,Крушение Azal: Казахстан направил черные ящики в Бразилию,Комиссия по расследованию авиационного происшествия вылетела в эту страну
31.12.2024,В области Жетысу построят новую школу вместо аварийной,"На это из Спецгосфонда выделяют 2,6 млрд тенге"
31.12.2024,Итоги года: ключевые кадровые перестановки,"Обзор о назначениях в кабинете министров, администрации президента и акиматах"
30.12.2024,Казахстан временно приостановит выдачу ИИН иностранцам,Мера вступит  в силу с 1 января 2025 года
30.12.2024,Глава государства выразил соболезнования и.о. президента Республики Корея,"Касым-Жомарт Токаев отметил, что с глубокой скорбью воспринял известие о многочисленных человеческих жертвах в авиакатастрофе"
30.12.2024,Где запустят салют на Новый год в Астане,Также в столице проведут праздничные концерты
30.12.2024,По госзаказу в колледжах учатся около 380 тысяч человек,В Казахстане работают 706 организаций технического и профессионального образования
30.12.2024,Как будут работать ЦОНы и спецЦОНы в связи с новогодними праздниками,Об этом сообщили в Госкорпорации Правительство для граждан
30.12.2024,Как выстраиваются HR-процессы в авиационном секторе,Айгуль Ташбаева рассказала о ключевых аспектах управления персоналом в одной из самых динамичных отраслей
30.12.2024,На сколько увеличат пенсии и пособия в Казахстане в 2025 году,Данные опубликовали в Минтруда
30.12.2024,Бюджет проекта по реконструкции и модернизации теплосетей в Жезказгане увеличили,"Из резерва правительства для его реализации выделили 1,5 млрд тенге"
30.12.2024,"Финансирование прикладной науки в Казахстане увеличили до 476,9 млрд тенге",Бюджет науки вырос на 9%
30.12.2024,Черные ящики самолета Azal будут расшифровывать в Бразилии,"Вместе с тем, в Актау прибыли 17 международных экспертов"
29.12.2024,"Президент наградил тех, кто спасал пассажиров самолета Azal","В числе награжденных врачи, полицейские, сотрудники электросетевой компании и аэропорта"
